PWNETWPG,PAGEMIEG,PATTCRU,PATTSITC,PATTSKP,PEDUCMIE,PEFATINC,PFMTYPG,PFTENUR,PLFFPTME,PNBEARG,PPVRES,PWAPRVAL,PWASTDEP,PWATFS,PWDPRMOR,PWDSLOAN,PWDSTCRD,PWDSTLOC,DTI,Liquidity,Behavior Score,FSI
726000.0,6,4,3,2,3,39750,1,1,3,0,47,57500,10500,52500,0,0,0,0,0.0,1.5849056603773586,0,0.6339622641509435
573950.0,4,3,3,2,4,70275,3,2,1,1,35,625000,8250,25000,150000,0,0,0,2.134471718249733,0.47314123087869087,0,1.4699395233013162
319000.0,2,3,3,2,4,178750,2,3,1,2,59,0,10000,15000,0,1000,2000,0,0.016783216783216783,0.13986013986013987,0,0.06601398601398602
1932100.0,7,4,3,2,2,107025,2,2,3,0,59,1200000,90000,0,240000,0,0,0,2.242466713384723,0.8409250175192712,0,1.6818500350385424
182250.0,2,2,2,1,2,97725,3,2,1,2,47,300000,2000,20000,250000,0,7000,45000,3.090304425684318,0.2251215144538245,1,1.9442312611921206
2542500.0,4,4,3,2,4,154250,4,2,1,2,59,2300000,3000,0,450000,0,0,0,2.9173419773095626,0.019448946515397084,0,1.7581847649918962
1598000.0,6,4,3,2,2,73575,1,2,6,0,35,900000,15500,21000,220000,0,0,0,2.9901461094121644,0.4960924226979273,0,1.9925246347264696
3598400.0,6,3,2,2,2,113550,4,2,3,0,59,1050000,39000,1900,280000,0,36000,28000,3.029502421840599,0.3601937472479084,0,1.9617789520035225
5250.0,3,6,3,2,2,56025,3,3,1,1,35,0,0,0,0,0,0,0,0.0,0.0,0,0.0
528050.0,2,2,2,1,4,117925,3,2,1,2,35,875000,2000,550,410000,0,17000,60000,4.129743481026076,0.021623913504345983,1,2.486495654017384
242700.0,3,3,3,2,4,152250,2,2,1,2,35,200000,10500,0,115000,0,0,0,0.7553366174055829,0.06896551724137931,0,0.4807881773399014
716000.0,7,4,3,2,3,70875,1,3,3,0,35,0,62500,47500,0,0,0,0,0.0,1.5520282186948853,0,0.6208112874779541
1376655.0,4,3,1,2,4,203150,3,2,1,2,48,925000,4750,0,500000,0,1000,19500,2.5621461973910904,0.02338173763229141,0,1.5466404134875709
419255.0,6,3,3,2,4,78025,1,2,9,1,46,350000,5250,0,185000,0,3000,0,2.4094841396988147,0.06728612624158924,0,1.4726049343159244
1300500.0,4,4,3,2,3,87600,1,1,1,1,47,370000,92500,100000,0,0,0,0,0.0,2.1974885844748857,0,0.8789954337899544
522950.0,3,3,2,2,4,127400,1,3,1,1,47,0,2000,1500,0,0,35000,0,0.27472527472527475,0.027472527472527472,0,0.1758241758241758
1491900.0,6,1,3,2,3,145975,2,1,3,1,35,700000,0,0,0,0,0,0,0.0,0.0,1,0.0
1093100.0,5,4,3,2,3,61300,2,2,1,1,35,700000,21000,57500,145000,0,400,0,2.3719412724306688,1.2805872756933117,0,1.935399673735726
71750.0,2,2,2,2,4,70000,3,3,3,0,35,0,1750,0,0,30000,15000,0,0.6428571428571429,0.025,0,0.39571428571428574
2360900.0,6,4,3,2,4,54825,1,1,3,0,11,725000,190000,95000,0,0,4100,0,0.07478340173278614,5.198358413132695,0,2.12421340629275
3475000.0,6,4,1,2,4,134350,2,1,3,0,24,500000,80000,100000,0,0,0,0,0.0,1.339784145887607,0,0.5359136583550428
658700.0,6,3,2,2,4,29725,1,1,3,0,35,450000,1150,37000,0,9000,50,0,0.30445752733389403,1.2834314550042052,0,0.6960470984020185
31450.0,2,4,1,1,4,15500,1,3,1,1,47,0,9250,0,0,0,0,0,0.0,0.5967741935483871,1,0.23870967741935487
783700.0,5,3,2,2,2,49075,1,2,2,1,59,460000,15500,0,160000,0,4200,0,3.3458991339786044,0.31584309730005095,0,2.133876719307183
1822850.0,5,4,2,2,9,130250,2,2,1,1,11,550000,2100,1000,5000,0,5250,0,0.07869481765834933,0.02380038387715931,0,0.05673704414587333
824000.0,5,4,3,2,3,19900,1,1,3,0,13,160000,1550,2100,0,0,0,15500,0.7788944723618091,0.18341708542713567,0,0.5407035175879398
2061500.0,5,4,3,2,3,105525,2,1,1,1,48,1050000,35000,145000,0,0,0,0,0.0,1.7057569296375266,0,0.6823027718550106
2701200.0,5,4,3,2,3,53725,1,1,3,0,47,525000,82500,6750,0,0,1050,0,0.019543973941368076,1.6612377850162867,0,0.6762214983713356
536500.0,6,4,3,2,2,79000,2,1,1,1,11,160000,15500,100000,0,0,0,0,0.0,1.4620253164556962,0,0.5848101265822785
476150.0,5,4,3,2,9,101900,4,1,1,2,47,300000,5750,0,0,0,0,0,0.0,0.056427870461236505,0,0.022571148184494603
3535500.0,5,4,1,2,4,277600,4,1,1,3,35,1400000,33000,60000,0,0,0,0,0.0,0.335014409221902,0,0.1340057636887608
335575.0,3,3,3,2,3,64225,3,2,1,1,35,410000,3000,0,82500,0,8000,0,1.409108602569093,0.04671078240560529,0,0.864149474503698
2304000.0,4,4,2,2,4,175575,2,1,1,2,59,1750000,44000,0,0,0,0,0,0.0,0.2506051544923822,0,0.10024206179695289
540100.0,3,2,2,2,4,120850,3,2,1,2,47,310000,50,2500,160000,5250,4900,100000,2.235415804716591,0.021100537856847332,0,1.3496896979726933
217750.0,6,4,3,2,3,42300,1,3,2,1,24,0,2500,4750,0,0,0,0,0.0,0.17139479905437352,0,0.06855791962174941
302000.0,2,6,3,2,4,63150,1,3,1,1,59,0,2000,0,0,0,0,0,0.0,0.03167062549485352,0,0.012668250197941409
-10650.0,6,3,2,2,3,24000,1,3,3,0,59,0,350,0,0,0,12000,0,0.5,0.014583333333333334,0,0.30583333333333335
655055.0,5,3,3,2,3,64600,3,2,2,1,59,750000,6250,150,220000,0,8000,0,3.5294117647058822,0.09907120743034056,0,2.1572755417956655
244950.0,2,3,2,2,3,127800,3,2,1,2,35,600000,1900,0,370000,13000,3900,10000,3.1056338028169015,0.01486697965571205,0,1.8693270735524257
1015000.0,4,3,3,2,3,56400,1,2,3,1,24,575000,0,0,80000,0,0,3000,1.4716312056737588,0.0,0,0.8829787234042553
1396375.0,7,3,3,2,4,99100,9,2,3,1,12,700000,62500,375,70000,0,19000,0,0.8980827447023209,0.634460141271443,0,0.7926337033299697
146675.0,1,2,2,1,1,81600,4,3,2,3,24,0,775,0,0,0,5250,0,0.06433823529411764,0.009497549019607842,1,0.04240196078431372
2357500.0,5,4,3,2,3,82075,2,1,3,2,35,950000,20000,0,0,0,0,0,0.0,0.24367956137678953,0,0.09747182455071582
1210250.0,6,4,3,2,4,106325,2,1,1,2,35,625000,5000,11000,0,0,0,0,0.0,0.15048201269691983,0,0.06019280507876793
1073855.0,5,4,2,2,4,37825,1,1,1,1,35,390000,375,475,0,0,0,0,0.0,0.02247191011235955,0,0.008988764044943821
1158000.0,5,4,1,2,4,98000,4,2,1,1,35,825000,0,0,210000,0,0,13000,2.2755102040816326,0.0,0,1.3653061224489795
13850.0,2,4,2,2,3,76325,3,3,3,2,24,0,950,0,0,12000,0,0,0.15722240419259745,0.012446773665247298,0,0.09931215198165738
183150.0,2,4,2,2,9,47425,1,2,1,1,11,115000,800,1650,72500,0,1050,0,1.5508697944122298,0.05166051660516605,0,0.9511860832894043
339000.0,4,3,3,2,3,124400,3,2,1,2,47,450000,10500,0,280000,0,4750,16500,2.4216237942122185,0.08440514469453377,0,1.4867363344051445
1521025.0,4,3,1,2,4,353625,3,2,1,3,35,775000,46000,5000,360000,0,5250,18000,1.0837751855779427,0.14422057264050903,0,0.7079533404029692
345500.0,3,4,1,2,2,112825,9,2,1,3,47,380000,28000,0,105000,0,0,0,0.9306448038998449,0.24817194770662532,0,0.657655661422557
2088450.0,6,4,3,2,4,88125,2,1,3,0,35,625000,52500,100000,0,0,0,0,0.0,1.7304964539007093,0,0.6921985815602838
60500.0,2,3,3,2,4,41200,2,3,1,1,59,0,8000,0,0,0,0,0,0.0,0.1941747572815534,0,0.07766990291262137
57750.0,3,3,3,2,4,68275,3,3,1,1,24,0,0,20000,0,0,8750,0,0.12815818381545221,0.2929329915781765,0,0.19406810692054194
56955.0,2,1,2,1,9,1050,1,3,3,9,59,0,5,0,0,0,23000,0,21.904761904761905,0.004761904761904762,1,13.144761904761904
691250.0,6,4,3,2,2,38125,1,1,2,1,35,400000,29000,67500,0,0,0,0,0.0,2.5311475409836066,0,1.0124590163934426
283400.0,2,3,3,2,3,44025,1,2,1,1,35,340000,2900,1000,90000,0,6750,6750,2.3509369676320273,0.08858603066439523,0,1.4459965928449745
20700.0,5,4,3,2,2,36650,1,3,1,1,13,0,650,0,0,0,0,0,0.0,0.017735334242837655,0,0.007094133697135062
2441500.0,5,3,3,2,2,107950,2,2,1,1,59,1200000,44000,220000,260000,0,5000,0,2.454840203798055,2.445576655859194,0,2.4511347846225107
197100.0,6,2,2,2,3,12500,1,2,6,0,35,210000,1050,300,14500,0,0,0,1.16,0.108,0,0.7392
187505.0,4,2,3,2,2,37000,3,2,1,2,35,240000,12000,0,95000,0,25000,25000,3.918918918918919,0.32432432432432434,0,2.481081081081081
2253500.0,5,4,3,2,4,161775,2,1,1,2,24,1000000,67500,67500,0,0,0,0,0.0,0.8344923504867872,0,0.3337969401947149
16300.0,4,3,3,2,2,114875,3,2,1,2,24,320000,0,0,380000,0,2500,0,3.3297062023939064,0.0,0,1.9978237214363437
323750.0,3,4,2,2,4,84350,1,3,1,1,59,0,6250,125000,0,0,0,0,0.0,1.5560165975103735,0,0.6224066390041494
1138500.0,6,4,2,2,3,56675,2,1,3,0,48,400000,24000,115000,0,0,0,0,0.0,2.4525805028672254,0,0.9810322011468902
222750.0,4,5,3,2,3,48600,1,3,1,1,24,0,60000,19000,0,0,0,0,0.0,1.625514403292181,0,0.6502057613168725
1246000.0,5,3,2,2,9,153750,4,2,9,2,47,550000,2000,0,230000,0,48000,75000,2.2959349593495935,0.013008130081300813,0,1.3827642276422762
561250.0,3,4,2,2,2,105850,3,2,1,2,59,430000,9250,9000,135000,0,0,0,1.2753897024090695,0.1724137931034483,0,0.834199338686821
1549750.0,5,4,3,2,2,69200,4,2,3,1,35,650000,15000,90000,185000,0,0,0,2.6734104046242773,1.5173410404624277,0,2.210982658959537
320355.0,4,3,1,2,4,94425,3,2,1,2,24,675000,2600,0,390000,0,2500,0,4.156738151972465,0.027535080751919513,0,2.5050569234842466
2039780.0,4,4,3,2,2,135975,9,2,1,2,46,700000,350000,82500,250000,0,225,0,1.840227983085126,3.1807317521603236,0,2.3764294907152053
1246950.0,7,4,3,2,2,60925,2,1,3,0,35,750000,10500,220000,0,0,0,0,0.0,3.7833401723430446,0,1.513336068937218
789150.0,5,3,3,2,2,29000,1,2,3,1,12,500000,10000,21000,92500,0,850,0,3.2189655172413794,1.0689655172413792,0,2.358965517241379
345750.0,5,4,3,2,2,32925,9,1,2,1,46,185000,13000,32000,0,0,0,0,0.0,1.366742596810934,0,0.5466970387243736
803000.0,5,4,1,2,4,155675,4,2,1,2,24,500000,39000,0,80000,0,0,0,0.5138911193190943,0.25052192066805845,0,0.4085434398586799
450075.0,5,1,2,1,2,61575,4,2,2,2,48,380000,225,5000,85000,0,500,4500,1.46163215590743,0.08485586682907025,1,0.910921640276086
655500.0,7,4,3,2,2,53750,2,1,3,0,24,210000,100000,100000,0,0,0,0,0.0,3.7209302325581395,0,1.4883720930232558
1742500.0,6,3,2,2,4,110200,2,2,1,2,47,500000,0,0,30000,0,35000,72500,1.247731397459165,0.0,0,0.7486388384754991
384920.0,5,4,2,2,3,74475,1,2,1,1,35,650000,11500,12500,320000,0,0,0,4.296743873783149,0.32225579053373615,0,2.706948640483384
3007000.0,7,4,3,2,4,20675,1,1,3,0,35,1150000,43000,35000,0,0,0,0,0.0,3.7726723095525996,0,1.50906892382104
8755.0,2,4,2,2,4,92925,2,2,1,2,35,250000,5750,0,210000,42000,0,0,2.711864406779661,0.06187785848802798,0,1.6518697874630077
245100.0,4,6,2,2,2,59750,1,3,1,1,59,0,1050,50,0,0,0,0,0.0,0.018410041841004185,0,0.007364016736401674
64750.0,3,4,2,2,4,102025,3,3,1,2,59,0,45000,0,0,0,0,38000,0.372457730948297,0.4410683655966675,0,0.39990198480764516
1759900.0,4,4,2,2,4,195150,3,2,2,2,59,1850000,32000,125000,575000,0,0,0,2.946451447604407,0.8045093517806815,0,2.0896746092749168
1927500.0,6,4,3,2,3,92375,2,1,3,0,24,400000,97500,60000,0,0,0,0,0.0,1.7050067658998647,0,0.6820027063599459
1552000.0,6,4,3,2,2,92550,2,1,3,1,24,240000,6000,60000,0,0,0,0,0.0,0.713128038897893,0,0.2852512155591572
1450800.0,6,4,3,2,3,64900,1,1,1,0,48,440000,46000,0,0,0,0,0,0.0,0.7087827426810478,0,0.2835130970724191
365000.0,3,3,1,2,4,88225,1,3,1,1,35,0,0,65000,0,0,0,0,0.0,0.7367526211391329,0,0.29470104845565315
10500.0,3,4,3,2,3,15250,1,3,3,1,24,0,1000,0,0,0,0,0,0.0,0.06557377049180328,0,0.026229508196721315
1582775.0,3,4,2,2,3,259150,2,2,1,2,48,625000,36000,130000,440000,16500,725,5500,1.7855489098977426,0.6405556627435848,0,1.3275516110360794
1501250.0,6,3,2,2,4,46275,1,1,3,0,35,1250000,105000,0,0,0,12500,0,0.2701242571582928,2.2690437601296596,0,1.0696920583468397
2528600.0,5,3,1,2,4,150200,2,2,1,2,59,1500000,100000,50000,240000,0,0,0,1.5978695073235685,0.9986684420772304,0,1.3581890812250332
299250.0,6,4,2,2,2,46000,2,2,3,1,12,200000,20000,0,82500,0,0,0,1.7934782608695652,0.43478260869565216,0,1.25
39600.0,3,3,3,2,4,93425,3,3,1,1,59,0,1000,0,0,0,1550,0,0.016590848274016592,0.010703773080010704,0,0.014236018196414239
433650.0,2,4,1,2,4,83625,4,2,1,2,24,675000,8750,6500,390000,4100,0,0,4.712705530642751,0.18236173393124067,0,2.9005680119581467
3568750.0,7,4,3,2,4,142625,2,1,3,9,12,625000,1050000,145000,0,0,0,0,0.0,8.378615249780895,0,3.351446099912358
573150.0,4,1,2,2,3,126625,3,2,1,2,46,340000,1000,5000,260000,0,1600,8750,2.135044422507404,0.04738400789733465,1,1.2999802566633762
9100.0,3,4,3,2,4,76575,3,3,1,1,35,0,2100,0,0,0,0,0,0.0,0.02742409402546523,0,0.010969637610186093
465750.0,6,4,3,2,1,35900,1,1,3,0,12,410000,6250,0,0,0,0,0,0.0,0.17409470752089137,0,0.06963788300835655
741000.0,3,4,2,2,4,130525,3,2,1,2,46,360000,15500,20000,200000,0,0,0,1.5322735108216816,0.2719785481708485,0,1.0281555257613484
1933250.0,5,4,3,2,1,44850,1,2,1,1,24,450000,180000,0,250,0,0,0,0.005574136008918618,4.013377926421405,0,1.608695652173913
1158505.0,5,4,3,2,1,113575,4,1,1,2,35,875000,65000,50000,0,0,0,0,0.0,1.0125467752586397,0,0.4050187101034559
49300.0,5,4,3,2,2,60850,4,3,1,2,12,0,1150,2400,0,0,0,6750,0.11092851273623665,0.05834018077239113,0,0.08989317995069844
1125500.0,6,4,2,2,2,74850,2,1,3,1,12,82500,100000,165000,0,0,0,0,0.0,3.5404141616566465,0,1.4161656646626586
172650.0,6,3,3,2,2,31225,1,1,2,1,11,130000,1150,0,0,0,3000,16000,0.6084867894315452,0.03682946357085669,0,0.3798238590872698
1403000.0,5,3,3,2,2,134350,4,2,1,3,59,1500000,10500,0,500000,23000,26000,5000,4.123557871231857,0.07815407517677707,0,2.505396352809825
819000.0,7,4,3,2,1,47900,2,1,3,0,59,575000,60000,0,0,0,0,0,0.0,1.2526096033402923,0,0.5010438413361169
1664150.0,5,4,3,2,4,271050,4,2,1,3,48,700000,4750,6250,165000,5000,0,210000,1.4019553587898912,0.04058291828076001,0,0.8574063825862387
11400.0,7,2,1,2,3,27000,1,3,3,0,24,0,1900,0,0,0,0,0,0.0,0.07037037037037037,0,0.02814814814814815
657005.0,3,4,2,2,4,158800,3,2,1,2,48,390000,26000,120000,210000,0,0,0,1.3224181360201512,0.9193954659949622,0,1.1612090680100757
1907500.0,4,4,3,2,3,152875,3,2,1,2,48,875000,41000,21000,220000,0,0,0,1.4390842191332789,0.4055600981193786,0,1.0256745707277188
25800.0,4,2,2,2,3,69500,4,3,3,0,48,0,350,0,0,0,3800,0,0.05467625899280575,0.005035971223021582,0,0.03482014388489208
848150.0,7,3,3,2,4,82325,2,2,3,0,48,575000,150,0,370000,0,19500,0,4.731248102034619,0.0018220467658669906,0,2.839477679927118
343450.0,3,4,3,2,4,111525,1,3,1,1,59,0,10500,60000,0,0,0,0,0.0,0.6321452589105582,0,0.2528581035642233
3158250.0,4,4,1,2,4,211625,3,1,1,3,35,2500000,7750,9500,0,0,0,300000,1.4176018901358536,0.08151210868281157,0,0.8831659775546368
1149075.0,4,3,2,1,4,211400,2,2,1,2,46,650000,2000,575,370000,0,12000,26000,1.9299905392620624,0.01218070009460738,1,1.1628666035950803
469750.0,7,4,3,2,2,23075,1,1,9,0,24,370000,11500,55000,0,0,0,0,0.0,2.881906825568797,0,1.152762730227519
1849875.0,6,3,2,2,4,44500,1,3,2,1,35,0,0,0,0,0,125,0,0.0028089887640449437,0.0,0,0.0016853932584269661
2628500.0,4,6,3,2,4,97925,3,2,1,1,59,1900000,26000,44000,270000,0,0,0,2.7572121521572632,0.71483278018892,0,1.9402604033699258
691500.0,6,4,3,2,4,52225,1,1,3,0,24,77500,19000,95000,0,0,0,0,0.0,2.182862613690761,0,0.8731450454763044
16750.0,6,2,2,2,2,60925,9,3,1,9,13,0,10000,0,0,0,2500,0,0.04103405826836274,0.16413623307345096,0,0.09027492819039803
2128500.0,5,4,2,2,9,131550,2,2,1,2,12,825000,57500,130000,50000,0,0,0,0.38008361839604715,1.4253135689851768,0,0.798175598631699
218500.0,3,3,2,2,2,52300,1,2,1,1,46,210000,4500,0,145000,0,5500,0,2.8776290630975145,0.08604206500956023,0,1.7609942638623326
587255.0,2,3,3,1,3,91225,3,1,1,2,24,460000,1000,52500,0,0,0,6250,0.06851192107426693,0.5864620443957248,1,0.2756919704028501
1178000.0,5,4,2,2,1,68150,3,2,6,2,35,900000,29000,0,460000,0,0,100000,8.217168011738812,0.425531914893617,0,5.100513573000734
2841750.0,6,4,2,2,4,117950,2,1,3,1,24,1250000,10500,6250,0,0,0,80000,0.6782534972445952,0.1420093259855871,0,0.46375582874099197
313500.0,3,4,3,2,3,111325,1,2,1,1,24,300000,1500,15000,150000,0,0,0,1.347406242982259,0.1482146867280485,0,0.8677296204805748
-79625.0,6,3,2,2,3,20000,1,3,3,0,59,0,100,0,0,0,80000,0,4.0,0.005,0,2.4019999999999997
16825.0,4,3,1,2,2,105150,2,3,1,2,24,0,1200,100,0,0,5750,0,0.05468378506894912,0.012363290537327628,0,0.03775558725630052
544225.0,2,4,1,2,4,218450,3,2,1,2,59,1150000,21000,525,675000,0,0,0,3.0899519340810255,0.09853513389791714,0,1.8933852140077823
608500.0,7,4,3,2,4,39075,1,3,6,0,24,0,320000,12000,0,0,0,0,0.0,8.496481126039667,0,3.398592450415867
2230.0,5,3,2,1,2,10500,1,3,3,0,13,0,30,0,0,0,300,450,0.07142857142857142,0.002857142857142857,1,0.04399999999999999
1844750.0,6,4,2,2,3,64725,2,1,3,0,59,625000,17500,140000,0,0,0,0,0.0,2.433371958285052,0,0.9733487833140209
575250.0,7,3,3,2,4,53875,9,2,3,0,59,310000,10000,0,180000,0,0,0,3.3410672853828305,0.18561484918793503,0,2.0788863109048723
1782250.0,5,4,2,2,4,82500,1,1,2,1,46,165000,27000,185000,0,0,0,0,0.0,2.56969696969697,0,1.027878787878788
325500.0,3,3,2,2,3,77875,3,2,1,9,10,250000,3500,0,165000,0,16500,14500,2.5168539325842696,0.0449438202247191,0,1.5280898876404494
1497750.0,6,4,2,2,2,54400,1,1,3,0,59,700000,9750,9500,0,0,0,0,0.0,0.3538602941176471,0,0.14154411764705885
2172000.0,7,4,3,2,4,95350,2,1,3,0,35,600000,21000,190000,0,0,0,0,0.0,2.212899842684845,0,0.8851599370739381
1918200.0,6,4,2,2,2,85400,2,1,3,0,46,525000,280000,185000,0,0,800,0,0.00936768149882904,5.444964871194379,0,2.1836065573770496
402505.0,3,4,2,2,4,165075,3,2,1,3,47,230000,30000,11500,135000,5000,3000,0,0.8662729062547327,0.25140087838861125,0,0.6203240951082841
155250.0,4,3,1,2,3,102525,3,2,9,2,10,370000,8250,0,260000,0,9000,0,2.6237503048037065,0.08046817849305048,0,1.6064374542794442
2163500.0,7,4,2,2,2,46900,1,3,3,0,59,0,390000,0,0,0,0,0,0.0,8.315565031982942,0,3.326226012793177
823500.0,1,3,3,2,4,192275,9,1,1,3,12,100000,1000,0,0,7000,20000,0,0.1404238720582499,0.005200884150305552,0,0.08633467689507215
2740500.0,5,4,3,2,3,130500,2,1,1,2,35,1100000,32000,62500,0,0,0,0,0.0,0.7241379310344828,0,0.2896551724137931
4403500.0,5,4,3,2,4,293425,4,2,1,3,59,3500000,2000,210000,600000,14500,0,0,2.094231916162563,0.7225014910113317,0,1.5455397461020706
35500.0,7,4,3,2,1,32700,1,3,3,0,35,0,15500,0,0,0,0,0,0.0,0.4740061162079511,0,0.18960244648318045
1053500.0,6,4,3,2,4,53275,1,1,3,0,24,420000,13500,90000,0,0,0,0,0.0,1.9427498826841858,0,0.7770999530736744
1129750.0,5,4,3,2,4,155125,3,3,2,1,35,0,500000,105000,0,0,0,0,0.0,3.9000805801772764,0,1.5600322320709106
421000.0,6,6,2,2,1,42400,1,1,9,0,13,200000,27000,20000,0,0,0,0,0.0,1.1084905660377358,0,0.44339622641509435
956350.0,6,4,2,2,4,87425,2,1,3,0,46,240000,4100,10500,0,0,35000,8250,0.4947097512153274,0.16700028595939376,0,0.3636259651129539
78100.0,4,3,2,1,3,103275,3,2,2,1,48,410000,1000,0,280000,40000,14000,0,3.234083756959574,0.009682885499878963,1,1.944323408375696
1839600.0,3,4,3,2,4,136625,3,1,1,2,35,700000,2100,220000,0,0,0,0,0.0,1.6256175663311985,0,0.6502470265324795
1160005.0,3,4,1,2,4,134700,3,2,1,2,24,825000,15500,14500,475000,0,0,0,3.526354862657758,0.22271714922049,0,2.204899777282851
122500.0,4,4,3,2,2,79275,3,3,1,3,59,0,50000,0,0,0,0,0,0.0,0.630715862503942,0,0.2522863450015768
1863700.0,6,2,2,2,3,83900,2,1,3,0,35,625000,3100,110000,0,0,2400,18000,0.2431466030989273,1.3480333730631704,0,0.6851013110846246
580100.0,4,4,3,2,4,28775,1,3,3,0,59,0,2100,130000,0,0,0,0,0.0,4.590790616854909,0,1.8363162467419636
324000.0,6,4,3,2,2,53400,2,2,2,1,11,210000,25000,57500,32000,0,0,0,0.599250936329588,1.5449438202247192,0,0.9775280898876405
423500.0,3,4,3,2,2,140725,3,1,1,2,24,145000,10500,57500,0,0,0,0,0.0,0.48321193817729613,0,0.19328477527091847
1417500.0,7,4,2,2,4,104875,2,1,3,0,35,525000,60000,175000,0,0,0,0,0.0,2.2407628128724673,0,0.896305125148987
835950.0,6,3,3,2,4,97275,2,3,3,0,46,0,4000,4600,0,0,500,0,0.005140066820868671,0.08840914931894114,0,0.03844769982009766
8275.0,6,2,2,2,2,49600,1,3,1,1,59,0,2000,0,0,0,275,0,0.005544354838709678,0.04032258064516129,0,0.019455645161290322
841600.0,4,4,1,2,4,135225,3,2,1,2,24,950000,1250,0,300000,0,0,5000,2.2555000924385284,0.009243852837862821,0,1.3569975965982621
779000.0,7,4,2,2,4,69675,2,1,3,0,48,575000,3000,0,0,0,0,0,0.0,0.04305705059203445,0,0.01722282023681378
154550.0,6,3,1,2,4,89575,2,2,3,1,35,350000,1550,0,125000,0,44000,48000,2.422550934970695,0.017303935249790677,0,1.4604521350823332
362500.0,2,4,1,2,4,174550,9,2,1,2,10,240000,92500,2000,135000,0,0,0,0.7734173589229447,0.5413921512460613,0,0.6806072758521913
657400.0,5,3,3,2,3,152000,4,2,1,3,35,525000,50000,1900,230000,25000,0,72500,2.1546052631578947,0.3414473684210526,0,1.4293421052631579
652500.0,5,4,2,2,4,59950,4,2,1,1,59,340000,6750,41000,160000,0,0,0,2.6688907422852375,0.7964970809007507,0,1.9199332777314426
2698250.0,6,4,3,2,4,89125,1,1,3,0,59,480000,200000,120000,0,0,0,0,0.0,3.590462833099579,0,1.4361851332398317
31750.0,7,4,3,2,1,27025,1,1,3,0,47,17000,9500,0,0,0,0,0,0.0,0.3515263644773358,0,0.14061054579093432
828500.0,3,3,2,2,4,123625,2,1,1,2,35,700000,5000,0,0,0,10000,95000,0.8493427704752275,0.04044489383215369,0,0.5257836198179979
466555.0,3,4,1,2,4,75750,1,2,1,1,35,475000,20000,55000,220000,0,1000,0,2.9174917491749173,0.9900990099009901,0,2.146534653465346
1623000.0,7,4,3,2,1,71050,1,1,3,0,48,460000,15500,60000,0,0,0,0,0.0,1.0626319493314567,0,0.4250527797325827
1763500.0,5,4,2,2,2,71725,1,1,1,0,59,650000,9500,10000,0,0,0,0,0.0,0.2718717323109097,0,0.1087486929243639
156300.0,3,4,3,2,9,181700,9,2,1,9,47,140000,5000,5750,82500,7000,150,0,0.4933957072096863,0.05916345624656026,0,0.31970280682443586
168250.0,5,3,1,2,2,65750,1,3,1,1,59,0,7750,36000,0,0,0,0,0.0,0.6653992395437263,0,0.2661596958174905
113000.0,1,2,3,2,2,73600,9,3,1,2,46,0,21000,0,0,0,0,0,0.0,0.28532608695652173,0,0.1141304347826087
1287750.0,3,3,2,2,4,103225,1,2,1,1,24,525000,47500,0,280000,0,0,0,2.7125211915718093,0.46015984499878904,0,1.8115766529426012
943000.0,5,4,3,2,3,100150,3,2,1,3,24,625000,35000,35000,60000,0,0,125000,1.8472291562656016,0.6989515726410385,0,1.3879181228157762
1218530.0,6,3,2,2,2,89125,2,1,2,2,35,290000,30,1000,0,0,0,0,0.0,0.011556802244039271,0,0.004622720897615709
2826300.0,7,4,3,2,2,33925,9,1,3,9,59,95000,3900,0,0,0,0,0,0.0,0.11495946941783346,0,0.04598378776713338
241000.0,2,4,3,2,3,50225,1,2,1,1,24,250000,1500,1500,87500,8000,0,0,1.9014435042309608,0.05973120955699353,0,1.1647585863613739
199500.0,6,4,2,2,1,35000,1,1,3,0,24,100000,57500,0,0,0,2000,0,0.05714285714285714,1.6428571428571428,0,0.6914285714285714
2037000.0,6,4,2,2,4,97850,2,1,1,2,35,625000,25000,135000,0,0,500,0,0.005109862033725089,1.6351558507920285,0,0.6571282575370465
1651350.0,6,4,3,2,2,30950,1,1,3,0,46,700000,5250,40000,0,0,3400,0,0.1098546042003231,1.4620355411954766,0,0.6507269789983845
2527000.0,6,4,3,2,3,79150,2,2,3,1,24,310000,42000,180000,170000,0,0,0,2.147820593809223,2.804801010739103,0,2.410612760581175
780550.0,6,4,2,1,3,76650,2,1,2,1,24,460000,15500,9500,0,0,950,0,0.012393998695368558,0.32615786040443573,1,0.13789954337899543
2976000.0,5,4,1,2,4,183975,2,1,1,2,12,775000,6000,85000,0,0,0,29000,0.15763011278706346,0.494632422883544,0,0.2924310368256557
822750.0,6,4,3,2,4,48975,1,1,3,0,10,150000,330000,0,0,0,0,0,0.0,6.738131699846861,0,2.6952526799387444
-8225.0,4,3,2,1,3,107075,3,3,1,3,35,0,275,0,0,36000,3000,6500,0.4249357926686902,0.0025682932523931824,1,0.2559887929021714
140700.0,2,3,2,1,4,121850,4,2,2,3,48,200000,1050,0,52500,15500,22000,4750,0.7775954041854739,0.008617152236356175,1,0.4700041034058268
394500.0,3,2,3,2,4,60375,1,2,1,1,59,675000,1500,0,270000,0,35000,29000,5.532091097308489,0.024844720496894408,0,3.329192546583851
